review,rating,sentiment
"This is one of my absolute favorite places to eat in the summer. A small place open only during the warm months. I recommend getting there when they open because as the day goes on the line gets very busy. The wait time can be long. All of their food and drinks are amazing! They also offer ice cream! They have lots of tables out back, along with corn hole and connect four. I highly recommend!!",5.0,1
"Great place to stop for some quality food. Stopped by on Friday at 1230 and waited in line for 20 minutes to order and get our food and drinks. Found a table in the shade to enjoy our lunch and the views. Seemed kid friendly, clean port-o-pot. Reasonably priced, good service. Recommended!",5.0,1
"This roadside stand in a meadow off the highway around Great Barrington is a must stop for us. Not because it's the cheapest spot around (it's not!) ... or that it has the best food. We like it because the food is consistently good ... and the flavours are on point. It's kind of like In N Out Burger on the west coast. The consistency and overall goodness make you rave about it.Each time I go here, I try to convince myself to try something new. They have specials, which they post to their social media accounts ... and they have a regular menu. Everything is fresh, local (where possible) and made from scratch ... sauces, meats, breads, etc.I ordered the steak and cheese sandwich with a side of onion rings. Over $20 for that ... a sandwich and a side. It came out looking tiny ... no way was this going to make me feel full, I thought. But, it was one of the best steak and cheese sandwiches I have had. (And we're talking after many trips to Philly.) The cheese sauce was homemade and gooey and mixed in with the shaved steak, peppers and caramelized onions, which were the star of the show. The onions were so sweet and done perfectly that, as 'The Dude' would say, 'They ... like ... really tied the sandwich together, man.'The onion rings were lightly battered ... crisp outside and soft inside and perfectly seasoned. Salty, crunchy and full of flavor. They did not make me feel bloated or gross after eating them and the chipotle mayo dipping sauce they came with was perfection. Don't sleep on the onion rings.The gf got the Falafel sandwich. It was good ... but she had serious order envy after trying a bite of my steak and cheese. Being a gentleman, I offered to split it with her but I was relieved when she said no. The Falafel was really good and crisp and flavourful ... but the star of the show was the steak and cheese and the smash-style burgers. The homemade pickles were the best part of the Falafel sandwich.They have Adirondack chairs, corn hole games and frisbees for use before or after lunch. Note that everything is made to order, so it takes time to be served. On a summer or early fall day ... prepare for a line/long wait. We went on Halloween and there were only 6 other people in line, which meant a 10 minute wait. We had no room for dessert but, although what we ordered wasn't exactly health food, it didn't leave us feeling sluggish and bloated. 70% of the time when I order a burger, I leave regretting it as is feels like a rock in my stomach.Overall, while a bit pricey ... this is a must stop when it is open in season. The food is very good ... the hipster vibe is strong but so are the flavours and the reviews. Go the extra few miles to eat lunch here ... it's consistent and well worth the trip.",5.0,1
Food is fantastic. Burgers and fries are amazing. There's always a line but it moves quickly. Had the hot cider too. Perfect for a fall day.,5.0,1
"Well -- the food itself is delicious.  Gotta love great burgers, dogs, salads and specials.  Whether it's a juicy burger or a grilled chicken sandwich .. it never disappoints.  Their truffle parmigiano fries are killer.  Sometimes there are such long lines we just drive right by - and wait for a rainy day.  So if you don't mind waiting to order -- and the again to get your food ....stop by.  They have water for dogs. The garden out back is lovely.Keep an eye out for fun specials",4.0,1
"This place was so yummy!! I got there and I was the very last customer of the day. They close the line at 3:30 because there is so many people in line already and they close close at 4. I waited 40 minutes but it didn't matter because it was definitely worth the wait. The truffle fries were amazing! So much truffle oil, crispy, and the perfect amount of Parmesan.! The panini and burger were also so good, moist, and cooked to perfection. The cashier, Bridget, always had a smile on her face and was such a pleasant person! She makes anyone coming to this place feel like family! The outside had a bunch of games to play and gave off such a relaxing vibe. I will definitely be coming back!",5.0,1
Amazing. Incredible. Wow. Just wow. Life changing. The mint chip ice cream is great too. I've been there twice and had hot dog and Parmesan fries with truffle oil both times. Always a huge line though which is the only downfall but well worth it. Also a big lawn and they supply frisbees.,5.0,1
"A bit of a line, but worth the wait. Food came out quickly, the people who worked there were nice, food was delicious, and the atmosphere is nice. They had heaters set up which is a nice touch too. Grilled chicken sandwich and regular fries were good (fries on the side is a generous portion, the non side portion was huge). My friend liked her burger as well.",5.0,1
The best roadside food in the Berkshires!!!Burgers dogs salads and sandwiches without peer. Delicious grub and great people!,5.0,1
"This is absolutely one of my favorite places to grab lunch in Great Barrington! The burgers are moist, delicious, cheesy, and dripping with fatty goodness! The parm fries and the onion rings are super crisp and hot! Finally, their assorted lemonades are so refreshing! The line is long for good reason, but I make it a point to visit whenever we visit the Berkshires!",5.0,1
"How long are you willing to wait to order food? Not get it - just order it.5 minutes? 10 minutes? 20 minutes? How about 35 minutes? That's standing in line - in the sun - just to put in my order. And oddly, when I finally got to the one window and one person taking orders, it only took me about 90 seconds to order, pay and get a beverage. So why did it take so long? Why did it take some customers 3-6 minutes to place their order? I haven't a clue. I will say this: My burger, onion rings, lemonade plus an order of gazpacho with tax and tip came to a grand total of $42. And that's for one person. After I finally did order, the wait for the food was about 10 minutes or so. So it takes 3x times to wait to order the food than it does to cook the food? Got to say, that's a bit weird. When the food did come, I'd rate it about 5 out of 10. The burger was fine; though nothing special at $14+ and it doesn't come with anything other than a couple of pickle slices. The onion rings were standard issue, lacked seasoning and a bit on the small side - they do come with a small cup of dipping sauce. The gazpacho at $7 wasn't good at all - swimming in olive oil (which in fairness is mentioned on the menu but the consistency was off.) My lemonade was fine. I like the idea of this place but the execution leaves much to be desired along with the porta-jon bathrooms behind the building for those patrons who absolutely cannot wait - and I recommend you not use them on a hot day. This place reminds me of Captain Jack's in Easthampton, MA - another roadside ""joint"" that gets lots of accolades and rave ratings for what I think is a very mediocre experience (you can read my review on my horrid experience there.) I've been up and down Route 7 many times and wanted to stop and try Bistro Box but my former companion wouldn't have it because she's a pain in the butt about fried food but now that I have been there I can thankfully cross it off my ""bucket list"" and never return again.",2.0,0
"The food is incredible here. Box burger, French fries always perfection BUTThey need to stop closing their line so early. I understand the line gets very long and closing early allows them to serve those currently in line up to 4pm.HOWEVER, we arrived BEFORE 3pm, over an hour before 4pm closing time, with the line no more than 5 groups (much shorter than peak), yet they had someone standing with the closed sign already.If you want to close by 3pm, then put your hours as closing at 3pm. But please do not inconvenience your customers by closing OVER AN HOUR before your stated hours. Not right.",3.0,0
"The line was as expected, an hour. It wasn't too bad since the music added a nice element to the wait and the views were beautiful. Order took about 3 minutes and came with a smile and one of those beeper things. We waited maybe 10-15 minutes for the food. It came out hot and looking gorgeous. Portions huge!! Def needed more family members or friends to help. Fresh lemonade, falafel burger, truffle fries and corn were insanely good. Like best I've had! Grilled cheese was also good but like it's grilled cheese. :) My mom had the butter pecan ice cream she said it was also good. Can't wait to return and try something different on the menu!",5.0,1
"Top summer pick.  Actually, top all-time pick thanks to Yelp.   The truffle fries were the best we have ever had...better than at any top restaurant.  Loaded with the most flavorful parmesan, not too much oil or salt and perfectly cooked.  Huge portion.  Burgers I was told by the guys were 'great'... I did not try. My Asian salad was THE best I've ever had.  Freshest ingredients as just picked at a farm and delicious dressing.     Games for kids to play during the wait.  We are going to take a day trip back up to GB just to have this delicious food again l    Photo to come..",5.0,1
"Totally worth the wait! Seems like a line is to be expected so keep that in mind. Food was amazing, onion rings were FIRE! Super cute little outdoor area to eat, perfect stop for our family!",5.0,1
"Unbelievable spot off the side of a busy road. Had probably the best food of our long weekend trip to the Berkshires here. We got the box burger, Parmesan fries, grilled chicken sandwich, and autumn milkshake. All were so damn good and fresh and flavorful. Would definitely recommend!",5.0,1
Incredible incredible food although very long line had to wait an hour and a half just for food very good food but not worth waiting and hour and a half,5.0,1
Good grub. Long lines. Too pricey. I wish Bistro Box was a bit more customer friendly.,3.0,0
"Very poor service which is truly awful after having to wait so long, and the food even left more to be desired.",1.0,0
"It's hit or miss with BB. At its best, it's a five out of five. At its worst, it's a two out of five. I've gone early to be first in line only to get what was obviously an old burger from the night before that tasted horrible and was 100% overcooked. I've gone mid-service only to wait 55 minutes to place an order with only 10 people ahead of me. Do the math. That 5+ minutes per order. It's insane how long it takes to get to the order window! The cashier also does the specialty drinks and it takes a lifetime. Once you get your order in, you only have a 5-10 minute wait. The kitchen has to notice they only get 1 order every 4-6 minutes. You must have no less than 90 minutes to spare if you plan to eat there. I wouldn't bring kids and I wouldn't go if you can't stand in the sun for a long period of time. We finally got our meals today and had to shove the burgers down and ditch the fries bc we were late. We only allowed 1hr and that was no where near enough. It's a shame bc the burgers were excellent today but we couldn't enjoy them all because of a delay in ordering.",3.0,0
The best burger I have ever had!! Both my husband and I were so surprised when we first tried the first bite of box burger. We also ordered the truffle fries and the homemade lemonade. Every single menu was beyond amazing. We were so happy that we randomly found this spot!,5.0,1
"This place is so freakin' good. I am basically red meat-free at this point, except for the occasional Box Burger because they are just that good. The sweet, tangy tomato jelly makes me wonder why we even use ketchup on burgers traditionally. You can tell this is a place where the owners and the chefs care about making each item on their menu scrumptious. Pulling up to The Bistro Box, I get a little kid-in-the-candy-store rush. Such a fun, fulfilling meal in the Berkshires.",5.0,1
Solid burger. Nicely toasted bun. Good garlic fries. Pricey but based on the crowds they can demand it. Not worth the wait. Maybe if you can catch them on a slow day and you're really craving a burger.,4.0,1
"Best burgers I had in the northeast! I ran into this hidden gem on my way to Connecticut from Catskill. I saw it had good reviews on yelp, so decided to give it a try. There was a bit of waiting line but it was so worth it. The burger was juicy, smoky, and the sauce was amazing. Highly recommend this place if you are near the area.",5.0,1
How does this place not deserve five stars when it's profoundly consistent. You never get a bad meal here and the quality never wavers. The owners work so hard to keep this place running and this point it just feels like a completely integral part of our community in terms of eateries.,5.0,1
"The best roadside food in South County, hands down. The only downside with this place is there are lines, but a popular place that cooks great food is going to be busy. That's a good sign. If only they served beer here. But that's okay. Truffle fries, burgers, pressed cubans, fried pickles, they have a lot of options.",4.0,1
The food is outstanding!   Bistro burger is a must as are the French fries.  Chicken sandwiches are also very good. Be prepared to wait in line - worth it!,5.0,1
"Great food! Cuban and the falafel burger! Great ginger shake! great outdoor space ! bring your do, picnic benches provided",4.0,1
"Found this spot because of YELP and SO glad I did! We stopped by here on a Friday as we headed to Vermont, wow, what a gem! We got there around 1 and the line was long- but that was a good sign! We ordered Arnold Palmers, salads, sandwiches, fries and chicken fingers. Everything was fresh and hot! Large portions and great to share- they don't have much seating but it's very casual with outdoor picnic tables and many people eating out the back of their cars. It's not fancy but it's fun, and the view of the mountains added even more to the experience! Highly recommend if you are driving by- so worth the stop and happy to support this local business!",5.0,1
"The skin-on fries slathered in shack-made chili and cheddar ale sauce is probably the best $6 I've spent in the past 18 months.Seriously, incredible food is getting cranked out of this highway-riding Bistro Box. It's the MasterChef version of carnival pop-ups - hot dogs made with grass-fed local beef and topped with Holla Hill's crimson kraut, salted caramel toffee ice cream churned blocks away in Maple Valley, toasties that give Instaworthy cheese pulls, a slammin' gazpacho, and did I mention those fries?Get the fries - as a $3 side, or gussied up and doubled in size. Fresh herbs and garlic, truffled parmesan, or the aforementioned (and highly, HIGHLY recommended) chili cheese, any of these applications are going to be meals unto themselves at $5-6 each.How can food this tremendous be this cheap? I mean, the Box Burger is the most expensive thing on the menu, and that grass fed, cheddar topped, bacon jam and roasted garlic aioli slathered beaut just barely exceeds $10.Is it people? AM I EATING PEOPLE? Don't care; time for seconds.All seating is outside, and there's usually a fast moving line. Great for groups, most def, so order up, stake out a picnic table, grab a Frisbee or play some cornhole, and preemptively loosen your belt. You're about to be one satisfied cannibal.",5.0,1
"I kinda love this place! Adorable side of the road shack serving up some all American tasty burgers and sammies, delicious fries in a variety  of flavors, homemade lemonade, soup of the day, a few packed salads,Virgil's natural sodas and locally made ice cream. It's picnic style dining with some tables or you can even bring a blanket and really picnic! There's an entire open grassy backyard with lawn games including corn-hole, lawn dice and frisbee. Such a chill atmosphere! Dylan, Hendrix and Stevie Ray were bumping over the loud speaker so waiting in the long, but swiftly moving line to order wasn't too bad. After ordering we were given a buzzer and our food was really ready in no time. Soups and drinks were given immediately and they do open up a seperate line for ice cream. We started with delicious refreshing Arnold Palmers and the lemonade of the day which was blueberry. Complimentary water for both humans and furry friends is available to the left of the shack were the trash cans are located. :) We tried the soup of the day which was a creamy mushroom bisque for $6 served with traditional New England oyster crackers. It had load of meaty mushrooms at the bottom and was very well liked with all who tasted it. Fried pickles and parmesan truffle oil fries were our sides. There are about 4 different tempting varieties of fries but this fam is a sucker for truffle oil! It was given generously and quite tasty. Perhaps more truffle oil than I've seen given at any fancy place in the city. Props for that!Hubs ordered the Roadside burger and wasn't overly impressed. He said the bun was the best part. Whomp whomp. The falafel burger on the other hand was scrumptious, and huge!We had an awesome time here and stayed a lot longer than we anticipated. A very laid back, uber chill environment. Perfect stop for a weekend away from it all. Everyone was friendly and overall the food (minus the burger) was really great! We would definitely stop here again and think it's worth a drive out of your way!*Cash or cards. **Outhouse restroom only. (It was very well maintained.)",5.0,1
"2 words... BOX BURGER. If you are a burger lover, I 200% promise you this is one of the absolute best burgers you will ever have. Don't change anything, don't add/take away anything, don't ask for tomatoes and lettuce... simply say ""I'll take the box burger""... if I could give this burger 1000000 stars I would. It does come with a few little pickles on the side which sometimes I throw on the burger for fun. Other than that, everything else is great too. I've had the caprese sandwich, Cuban, steak and cheese, breakfast burrito (2nd favorite thing), quesadilla, truffle fries (also a must) and many specials. Please go, wait in line for an hour, and enjoy one of the tastiest places in Western MA.",5.0,1
Stopped in here with a group of friends while camping nearby. Food is great and there is tons of outdoor seating. The line can get long but moves fairly fast and food is worth the wait! The burgers are AMAZING.,5.0,1
"Just discovered the best truffle fries I have had in life! Huge portion, generous truffle and cheese and fresh fries. Paninis was good. Quesadilla and fried pickles were okay. We enjoyed eating lunch in the bench seating area with beautiful views and bean bag toss games. This is a very casual and relaxing lunch spot.",4.0,1
"Roadside walk up cookery with steady long line of people waiting for delicious grass fed burgers and house made hot dogs. Reasonable prices with a big lawn out back with picnic tables. We had our dog with us so this worked out well. There were plenty of kids playing Frisbee and corn hole. I got a salad with a burger on top and house pickled jalapeños.It was really good, if you're not in a hurry.",5.0,1
"If you are fortunate to catch them open and have time for the well deserved line because the food is cooked fresh to order, you would be a fool not to stop here. Perfect setting, fair priced food made and served with love. Quite possibly the best meal and value at this time in GB.Out of this world onion rings , from someone who never even eats them. LITTLE SIDE OF THE ROAD TYPE SHACK... *Not a formal restaurant. On the very front lawn of Boggies* just south of Big Y",5.0,1
"Jiminy Christmas, the wait was almost  unbearably long. I was starving by the time we got the food. The sandwich was tasty and the park like grounds are great for folks with dogs. Good place for a visit but be prepared to wait in line for a very very long time!!!",4.0,1
The box burgers and truffle fries are exquisite. I go to Bistro Box whenever possible. They never disappoint! If you're in the area you MUST go.,5.0,1
"False advertising on hours.  They claim to be open until 4:00 on Sundays, but they close their grill at least by 3:30.  I have yet to try this place because they close a LOT earlier than they advertise.",1.0,0
"THE BEST outdoor restaurant around. I love coming here with my friends on a nice summer or fall day. The food is amazing (especially the truffle fries and Box Burger). It is also always fresh, cooked right in front of you. The lemonade is also a must- try. It can be busy on the weekends during the summer, but if you come during the day it isn't too bad. If there is a long line, it is 100% worth it.",5.0,1
Stopped after a hike and wanted to try something new. Burger choices were All creative and full of flavor.  Fries were excellent and we enjoyed our food with the gorgeous views.  We will be back when they reopen in the spring,4.0,1
This is very unfortunate because Food is great but they are closed more than they are opened. I've tried to go here 10 times in the last 2 months and every time they are closed or just closing when they advertise differently on there website. I honestly don't know how they make any money. Poor management.,1.0,0
Nice picnic area with good food. Squash soup was perfection. Lots of friendly people and dogs.,5.0,1
"Father's Day treat...eating before our hike at Benedict pond to see the Mountain Laurels in bloom...I had the potato quesadilla special..with broccoli, bacon and cheddar cheese w/ranch dipping.. Excellent..My wife had the Asian salad and we split an order of Parmesan truffle oil fries.  A definite winner..The blueberry lemonade was very nice as well.We shall return..They are currently closed for the season...",5.0,1
"Father's Day treat...eating before our hike at Benedict pond to see the Mountain Laurels in bloom...I had the potato quesadilla special..with broccoli, bacon and cheddar cheese w/ranch dipping.. Excellent..My wife had the Asian salad and we split an order of Parmesan truffle oil fries.  A definite winner..The blueberry lemonade was very nice as well.We shall return..",5.0,1
Amazing. Great spot for kids. Raspberry lemonade was awesome. My picky eaters ate everything because the chicken was so fresh and juicy! Good accidental spotp,5.0,1
"Let me start by saying I am torn between 3 and four stars, and this is why. Very salty, everything is salty. Yes good  quality product. I had a very good burger and hand made onion rings. Burger was cooked to perfection, with all fresh ingredients.  The onion rings also cooked perfectly and a huge portion.  My problem aside from the salt is that, yes the portions are big but at over 6 dollars for onion rings, they should either offer a smaller size or show just how much you get. The prices are high and I understand you pay for what you get. But at over 20 dollars for a burger, onion rings and a soda that's a lot. A smaller size fries and onion ring would make a lot of sense.  Just my opinion and ohhh yes the salt wow just to much",4.0,1
"Love this fab find in the Berkshires!  Their menu is inventive and well designed for the contemporary traveler!  We had their Hebrew National hotdogs ... mine with sauerkraut.... on grilled buns!  The Chopped judges would love them!  The onion rings were perfectly done... crispy and hot..... not greasy!  We were given a buzzer wrapped in a plastic, and when I picked it up a few minutes later, it was perfectly packaged !  The order had been placed in a large brown bag!  The hotdogs were encased in a cardboard holder.... which was placed in a biodegradable box too!  The onion rings were served with a dipping sauce ... original and tasty... and they were wrapped in a red and white Cheeto box!  Definitely.... stop here!       The Bistro Box is a wonderful asset to the Berkshires experience in 2020!",5.0,1
"I arrived around noon on a Tuesday afternoon in mid-June and was the 7th person in line at the order window.  The wait was long.  I'm not sure what made each person spend so much time at the window but to move to the front, it took a little over 20 minutes.If you have the time to wait, I highly recommend you do because the food more than makes up for it.  I ordered the box burger and the chili-cheese fries.  Both were fantastic.  So good that the hour and 10 minute drive there won't stop me from going back and trying out the rest of the menu.",5.0,1
"We spent some time up in the Berkshires this week.. Outside of cooking at home, I took a trip with my father in-law and his friend to pick up something in town and we came across this place..   It's sits on a picturesque piece of land on the side of the road, next to the old racing track.. It's a little shed that houses the kitchen and grill and after receiving your food, you sit and eat on picnic benches..   The menu is pretty straight forward: They have a couple of salads, a couple of sandwiches and what seem to be the stars, burgers and dogs.. What I find interesting is, they have two kinds of burgers and two kinds of dogs.. One burger is a straight forward sirloin burger with Lettuce Tomato and Onion, the other is fancy beef, fancy tomato bacon compote and aioli.  The standard dog is Hebrew National, the other option is farm made Hot Dog..  They are priced accordingly.. I just liked having the option of either or and allowing the customer to decide what's important to them. I went with the regular sirloin burger and my father in-law and fried went Hebrew National.. As we are on the border of Mass, the dogs were on a NE Hot Dog Bun.. My burger was pretty decent.. The patty was nothing special but, the bun was surprisingly good.. The line moves slowly (handwritten orders)  but, the food comes out quickly..   Fries were really nice, I had the onion rings which were pretty good however, the dipping sauce the provided was tasteless and probably the most unhealthy thing on the table  ( i have not read much on nutrition)  But, for a Memorial Weekend spot, to hang out in the sun and mix with the locals, it was a very fun time.  I would recommend trying the fancy burger next time.",5.0,1
"In laws came in to visit so we drove up to the Berkshires for some leaf peeping. Drove by this place on the way home and decided to stop for lunch. We were not disappointed! It was delicious and speedy, and what a beautiful place on a nice day. The in laws each got the chicken sandwich, my husband got a steak sandwich and I got the Cubano. Everything was delicious. The fries were absolutely to die for! One order was plenty for the four of us to share. The lemonade was awesome too!",5.0,1
"One of the best burgers I've ever had, and I've had some great ones! Surprised to see the roadside foodshack location but came to love it. Ordered the box burger and blueberry lemonade. Lemonade tasted homemade,with muddled blueberries...awesome! As I waited for my burger I sat at the picnic table sipping my lemonade, I appreciated the unique location of the bistro box. A large sweeping field overlooked by mountains and a soundtrack of birds chirping and the occasional car rolling by.Soon enough I had my burger. A thick fresh patty,  perfectly seasoned, topped with a strong and delicious cheese,  salty bacon jam and placed in between a pillowy soft buttered roll.I live hours from this place and I can't wait for an excuse to go back.",5.0,1
Outstanding fries. Garlic and herb.Outstanding burger with cranberry mayo. It was so amazing i had ti write a review. Must eat. They use local and grass fed. :),5.0,1
"Great little place with a limited but extremely satisfying menu. I got the Asian salad with a falafel patty on the side, which cost quite a bit but was delicious. The falafel patty is fried up very nice and crispy, and the salad was fresh and fantastic. Great for an occasional treat!",4.0,1
"It pains me to give this place a one star because the food is beyond incredible, but on numerous occasions we've made plans to go here ( I live over an hour away ) and by the time we arrive they've already closed for the day. SEVERAL HOURS earlier than when advertised online. It's insanely unprofessional as it's an easy fix on their part. It's safe to say we won't be making anymore trips as we only ever find disappointment",1.0,0
The best burger. I nearly inhaled it.  The tomato bacon jam -- or whatever it was -- should be one of the 7 wonders of the food world.,5.0,1
"The food is a summer classic and a great place to bring the family for a Berkshire picnic. Food is reliably good, but that means you have to get there early to beat the long lines!",4.0,1
"As longtime customers, we decided to stop by for a lemonade on a beautiful spring day. Aware that they closed at 4:00pm, we arrived at 3:40 and got in line. We were berated by a staff member twice from inside the kitchen for getting into line, as she yelled at us that they were closed (they were not) and we had to leave, yet telling the four people in front of us that they could stay. This experience was enough to reveal what this place is really about -- poor customer treatment alongside absurdly long wait times for overpriced food served from a shack on the side of the road. We are excited to bring our business elsewhere.",1.0,0
"Was in the area and my friend said she's been told she needed to try this place so we stopped in and were glad we did! The are a small walk up stand on the side of the road with picnic tables and lawn games. There was a couple playing corn hole, and another throwing a frisbee around. They have a metal jug for water, and a big water bowl for the dogs. I got a mint chip milkshake which was delightful and refreshing on a hot day. My friend got a raspberry lime ricky which was more of a smoothie than what it normally comes as but it was very good, a bit sweet, but refreshing. I got the pressed cuban and overall was good. The only critique is there was a bit too much dijon mustard for my liking. They did change out the cheese for me though even though there was a line. (They don't do any substitutions when busy) My friend got their special burger that had tomato bacon jam and caramelized onions....i WISH i got that instead because the bites i tried were amazing! Loved being able to sit outside and enjoy good food in a great atmosphere.",4.0,1
Delicious and great outdoor seating. Great for a day date in the warmer months. Had the pineapple coconut slush and pressed Cuban. Fried pickles and a very generous portion of fries.,5.0,1
Doesn't look like much from the road but the panini's and salads are scrumptious. There homemade lemonade is good too. Picnic tables in the back or bring a blanket and sit on grass.  Great music playing. Must be a hot spot tons of people stopping to eat. Just north of The Pass dispensary on east side. Outdoor bathrooms were clean.,5.0,1
The BOX burger is legitimately one of my favorite burgers I've had the pleasure of devouring in my almost 40 years of existence.  I'm not one who's prone to hyperbole & I really really like/love burgers.I wanted my patty cooked medium & was not disappointed.  The meat was juicy & fresh.  I'd recommend skipping the ketchup for this burger cuz it's not short on flavor with the tomato bacon jam.  Stuff is crazy tasty & downright magical.  I took one bite & knew that this was the burger that I'd judge all others by going forward in life.I split fries & onion rings with a friend.  Portions were crazy generous & two grown men could barely finish the onion rings with plenty of fries left over.  Our fries were long but not too thick.  They were inconsistently cooked with I really enjoyed.  Some were extra crispy & some just fluffy.  Just really awesome all around.  Two burgers with fries & onion rings set us back $30.  It's definitely unpretentious & they have a fairly diverse menu.  The only drawbacks I can imagine are that it's gotta get busy during the weekends around peak lunch/dinner times.  And they only have a port-potty.  It'd be cool if they served beer/alcohol but you could always sneak some BYOB if you're discreet.  If I didn't live 2 hours away in RI I'd probably eat here every week & not get sick of it.  I'd recommend it to anyone who likes good food & burgers.  Family friendly too!,5.0,1
Great tasting burger although pricey.  Truffle fries were excellent.   Would go back.   Friend ordered the beef steak sandwich and it was very good.,4.0,1
"Great burger, but really unreliable service.  If the grill randomly shuts down for 90 mins ""so the team gets a break,"" either don't list the ship as open, or hire a 2nd person to run the grill. We drove 45 mins to get the ""only ice cream!"" Sign. Lame.",2.0,0
"Great burger, but really unreliable service.  If the grill randomly shuts down for 90 mins ""so the team gets a break,"" either don't list the ship as open, or hire a 2nd person to run the grill. We drove 45 mins to get the ""only ice cream!"" Sign.  Lame.",2.0,0
"Box burger bliss! After a strenuous hike at Monument Mountain, I could not bear to think of dining indoors on such a nice early summer day. I had passed The Bistro Box earlier in the day, and was taken by the bucolic setting. Thank you Kris W. for the compelling YELP review just days prior. Road side stand, picnic tables on an expansive lawn with beautiful mountain view as a backdrop.....perfect scene for a perfectly cooked (medium rare) grass fed burger... beefy salty and juicy on it's own, but the addition of well chosen condiments took this to the top... the tomato bacon jam on top of oozy aged cheddar was perfection. The grlic aioli excellent, but I did not want to blunt those extraordinary flavors, so I used it on one half my Caesar salad as a dressing. The Caesar was delicious, lettuce fresh and crisp, crouton crunchy and garlicky, perfectly ripe cherry tomatoes, shaved parmigiana and dressing on the side. The aforementioned picnic tables double as blackboards and colored chalk turns everyone into artists. There is a playground in the field, probably belonging to Bogeys next door, but kids ran across the field to play allowing parents a minute or two to savor the scene and their food!Pull off of Route 7 into the gravel lot, sit roadside or field side and enjoy a reminder of what roadfood used to be before places like this totally disappear.",5.0,1
"Must have been one of their off days. Certainly my burger was not cooked to order, as they claim. It was ready too soon for that. Flat, over cooked, on a soggy bun. Soggy fries too. Waste of money. I'll hope for better luck next time.",2.0,0
"Box burger is very good, though a bit expensive, excellent steak and cheese, good fried pickles.  The lemonade was so-so.",4.0,1
"This is the kind of place you want to fast before visiting. The Box Burger is hands down the best item on the menu, but the Cuban and the Steak and Cheese score high as well. Amazing fried pickles and various fries. And if you somehow still have room, they have excellent ice cream and shakes.The atmosphere is great too, with picnic tables and lawn games tucked out of sight of busy rt 7. It's a great spot to score some amazing food and play a game of corn hole on a sunny afternoon - other than the fact that you'll spend most of that time waiting in line. When the weathers nice the place gets packed, but they seem ill equipped to handle the crowds. A half hour wait is not uncommon. Once you order the food gets out pretty quick, but that's only if you don't collapse from heat stroke waiting in line. This is the only place the Bistro Box loses points. If you're just in it for the food, hit it when it's overcast.",5.0,1
"We had to stop based on these reviews!  It's so nice to see a seasonal spot not shutter it's doors mid September!  We got the roadside burgers, a fry, chili cheese fries and two lemonades.  The burger had great flavor but we both agreed on the dry side.  (The guy who took our order said he's usually on the grill so it could've been a less experienced griller?) The fries were addicting.  The chili was slightly sweet and a little chunky but not off putting since that's not my thing.  We thought it was a little pricey at $50 but we'd go back if we're in the area!",4.0,1
"We hired The Bistro Box for catering a party, and they were top notch. All of the food was expertly prepared with high quality ingredients, and their presentation was picture perfect. Our guests raved about the butternut squash lasagne and chicken, made as part of a seasonal menu. Everything went according to plan. Do you want your next event to be a big hit? Get it catered by The Bistro Box!",5.0,1
"The best hamburger in the Berkshires!  The wait can be long, but it's totally worth it.",5.0,1
"We came here with friends and it was the right decision. Everything was excellent! The kids are picky eaters and they cleaned their boxes. We ordered the burger with tomato bacon jam,  loaded fries, steak and cheese, chili, and chicken sandwich. This place does it right. Line went quickly. Reasonable prices. Sitting area. Who could ask for anything more. Keep up the good work! -berkshire foodies",5.0,1
"Food is delicious and have been coming for years, but the staff in the kitchen were not wearing their masks over their noses and using them as chinguards. Please make sure the staff is properly wearing masks when preparing food and interacting with customers.",2.0,0
"So, I'm hiking the Appalachian trail and get to the route 7 intersection. It's one million degrees outside and water sources are scarce. I start walking towards Great Barrington when bam! Rich a former thru hiker yells out his window, ""Do you need a ride?"" Why, yes I do! ""Where do you wanna go?"" Somewhere with cold drinks. Maybe a milkshake. 1 mile or so later up the road and he's dropping me off at The Bistro Box. The sign says Ice Cream. I'm sold. Hmm... What to order? A normal burger for $7 or the BOX burger that has garlic aioli, tomato bacon jam and cheese for $10. The box it is. And a raspberry sorbet peach milkshake please. For here!So I'm hiking and like normally eating ramen and trail mix and bla bla so my expectations are low, right? Just please give me real food that doesn't get me sick. Well... Little did I know I was about to embark on one of the top 5 burgers and milkshakes I have had in my entire 27 years of life. Holy smokes, people. Buy stock. Get a franchise. Get the recipe for everything. This place is absolutely ridiculously good. Like ridiculous. Aight, back to the trail! peace out Bistro Box. I hope you make it big ! Or keep it small, special and amazing. -Big Ben",5.0,1
"This is perhaps the most unlikely eatery I have ever reviewed. Situated on the the roadside on the busy route 7. The stretch of highway is mainly for commercial stores and auto repair shops. So let's start with the ambiance. The kitchen is housed in an old roadside stand. That's it. Everything else is outside in broad meadow that features picnic tables and outdoor games. Order your food, find a table. While awaiting your order enjoy the simplicity of playing outdoors. Now the menu. Imagine every roadside favorite you enjoyed as a kid. Hot dogs? Hamburgers? Fried onion and potatoes? Home made lemonade? To this traditional fare add healthy soups and entrees and desserts.That's it..... it's a must see stop on your trip to the Berkshires. So get in the car, park and line up to purchase a great lunch. Make friends with your fellow diners on line, find a sunny picnic table and wait for your remote electric ""waitress"" calls you to pick up your purchase. See you there.",4.0,1
